Executando testes para instância: A-n32-k5
Instância: A-n32-k5 | elitism: 0.1 | mutation_ratio: 0.75 | crossover_bias: 0.5 -> Melhor Custo: 784 | Média: 799.3 | Desvio Padrão: 19.206769639895203
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.3 | crossover_bias: 0.8 -> Melhor Custo: 914.0 | Média: 936.3 | Desvio Padrão: 19.590530592326715
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.75 | crossover_bias: 0.8 -> Melhor Custo: 920.0 | Média: 953.2 | Desvio Padrão: 31.16907299088491
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.75 | crossover_bias: 0.75 -> Melhor Custo: 914.0 | Média: 941.0 | Desvio Padrão: 21.566434826162414
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.15 | crossover_bias: 0.8 -> Melhor Custo: 914.0 | Média: 934.9 | Desvio Padrão: 18.381452004065885
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.3 | crossover_bias: 0.8 -> Melhor Custo: 939.0 | Média: 957.8 | Desvio Padrão: 13.98252878098633
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.1 | crossover_bias: 0.75 -> Melhor Custo: 914.0 | Média: 935.2 | Desvio Padrão: 17.554992958636518
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.1 | crossover_bias: 0.85 -> Melhor Custo: 914.0 | Média: 938.7 | Desvio Padrão: 21.87362694103462
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.2 | crossover_bias: 0.7 -> Melhor Custo: 914.0 | Média: 932.7 | Desvio Padrão: 27.74907405862601
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.15 | crossover_bias: 0.75 -> Melhor Custo: 914.0 | Média: 929.8 | Desvio Padrão: 16.04022720814418
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.75 | crossover_bias: 0.85 -> Melhor Custo: 917.0 | Média: 964.7 | Desvio Padrão: 26.774988328662253
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.15 | crossover_bias: 0.75 -> Melhor Custo: 914.0 | Média: 937.3 | Desvio Padrão: 20.050214739775512
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.4 | crossover_bias: 0.75 -> Melhor Custo: 920.0 | Média: 941.8 | Desvio Padrão: 17.79388159515012
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.3 | crossover_bias: 0.5 -> Melhor Custo: 920.0 | Média: 923.7 | Desvio Padrão: 5.250396810400779
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.125 | crossover_bias: 0.8 -> Melhor Custo: 919.0 | Média: 939.8 | Desvio Padrão: 17.24206741921887
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.15 | crossover_bias: 0.85 -> Melhor Custo: 928.0 | Média: 960.2 | Desvio Padrão: 26.889898970927106
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.1 | crossover_bias: 0.85 -> Melhor Custo: 925.0 | Média: 955.3 | Desvio Padrão: 23.758273412762037
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.75 | crossover_bias: 0.85 -> Melhor Custo: 917.0 | Média: 954.2 | Desvio Padrão: 22.39940475399588
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.15 | crossover_bias: 0.85 -> Melhor Custo: 914.0 | Média: 951.9 | Desvio Padrão: 27.265973911330097
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.1 | crossover_bias: 0.8 -> Melhor Custo: 932.0 | Média: 953.3 | Desvio Padrão: 17.720358662033654
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.75 | crossover_bias: 0.5 -> Melhor Custo: 917.0 | Média: 1010.8 | Desvio Padrão: 118.6739698127231
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.2 | crossover_bias: 0.8 -> Melhor Custo: 917.0 | Média: 937.8 | Desvio Padrão: 20.03219630716734
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.4 | crossover_bias: 0.8 -> Melhor Custo: 915.0 | Média: 936.9 | Desvio Padrão: 23.10098602994157
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.4 | crossover_bias: 0.8 -> Melhor Custo: 921.0 | Média: 942.7 | Desvio Padrão: 15.32644772933376
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.4 | crossover_bias: 0.85 -> Melhor Custo: 914.0 | Média: 949.9 | Desvio Padrão: 27.09427983910995
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.2 | crossover_bias: 0.75 -> Melhor Custo: 920.0 | Média: 939.1 | Desvio Padrão: 17.95952238909611
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.125 | crossover_bias: 0.5 -> Melhor Custo: 920.0 | Média: 933.0 | Desvio Padrão: 12.101423240447566
Instância: A-n46-k7 | elitism: 0.3 | mutation_ratio: 0.15 | crossover_bias: 0.7 -> Melhor Custo: 914.0 | Média: 936.5 | Desvio Padrão: 21.557416872673365
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.2 | crossover_bias: 0.7 -> Melhor Custo: 914.0 | Média: 936.5 | Desvio Padrão: 20.80731708905414
Instância: A-n46-k7 | elitism: 0.5 | mutation_ratio: 0.4 | crossover_bias: 0.6 -> Melhor Custo: 914.0 | Média: 926.8 | Desvio Padrão: 10.3150375665821
